xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdpxyzsi_mpm_educ,xyzdpxyzsi_mpm_edue,xyzdpxyzsi_mpm_elec,xyzdpxyzsi_mpm_imps,xyzdpxyzsi_mpm_impw,xyzdpxyzsi_mpm_poor,xyzdpxyzsi_mpm_mdhc,survname,comparable_spell,xyzdcxyzpppyear,xyzdcxyzcoverage
ECU,2020,FALSE,INC,.03759031,.02250777,.02811044,.04805527,.05790505,.06519245,.07069595,ENEMDU,2007-2021,2011,N
ECU,2021,FALSE,INC,.02962833,.02339824,.01611026,.04997954,.03688032,.0358318,.04252162,ENEMDU,2007-2021,2017,N
ECU,2021,FALSE,INC,.02962833,.02339824,.01611026,.04997954,.03688032,.0358318,.04252162,ENEMDU,2007-2021,2011,N
EGY,2010,FALSE,CONS,.14175855,.08247244,.00428743,,,.02151347,.04406079,HIECS,2010-2017,2011,N
EGY,2010,FALSE,CONS,.14175855,.08247244,.00428743,,,.01037314,.03452617,HIECS,2010-2017,2017,N
EGY,2012,FALSE,CONS,.14145195,.07156655,.00282317,.11425213,.01078383,.01484347,.03396622,HIECS,2010-2017,2011,N
EGY,2012,FALSE,CONS,.14145195,.07156655,.00282317,.11425213,.01078383,.00890078,.02910216,HIECS,2010-2017,2017,N
EGY,2015,FALSE,CONS,.11490342,.06320929,.00742598,.04039265,.04387319,.01609677,.03214756,HIECS,2010-2017,2011,N
EGY,2015,FALSE,CONS,.11490342,.06320929,.00742598,.04039265,.04387319,.0090603,.02623037,HIECS,2010-2017,2017,N
EGY,2017,FALSE,CONS,.10640925,.04198237,.00549395,.03157506,.00760452,.03805965,.04689448,HIECS,2010-2017,2011,N
EGY,2017,FALSE,CONS,.10640925,.04198237,.00549395,.03157506,.00760452,.02504851,.03453994,HIECS,2010-2017,2017,N
EGY,2019,FALSE,CONS,.09880959,.03652282,.0015744,.02389876,.0026103,.02653155,.03464975,HIECS,2019,2011,N
EGY,2019,FALSE,CONS,.09880959,.03652282,.0015744,.02389876,.0026103,.01467015,.02289919,HIECS,2019,2017,N
ESP,2009,FALSE,INC,.02052616,,0,0,.00001919,.01238342,.03230552,EU-SILC,2003-2020,2017,N
ESP,2009,FALSE,INC,.02052616,,0,0,.00001919,.01245615,.03237824,EU-SILC,2003-2020,2011,N
ESP,2010,FALSE,INC,.02406609,,0,.00010619,.00016972,.01085035,.03443592,EU-SILC,2003-2020,2011,N
ESP,2010,FALSE,INC,.02406609,,0,.00010619,.00016972,.01078122,.03436679,EU-SILC,2003-2020,2017,N
ESP,2011,FALSE,INC,.01925144,,0,.00069392,.0006649,.01548115,.03454614,EU-SILC,2003-2020,2017,N
ESP,2011,FALSE,INC,.01925144,,0,.00069392,.0006649,.01565149,.03471648,EU-SILC,2003-2020,2011,N
ESP,2012,FALSE,INC,.01690646,,0,.00084797,.00085233,.01357158,.03025262,EU-SILC,2003-2020,2011,N
ESP,2012,FALSE,INC,.01690646,,0,.00084797,.00085233,.01344844,.03012947,EU-SILC,2003-2020,2017,N
ESP,2013,FALSE,INC,.04010221,,0,.00126655,.00132615,.01552505,.05478956,EU-SILC,2003-2020,2017,N
ESP,2013,FALSE,INC,.04010221,,0,.00126655,.00132615,.01572895,.05499346,EU-SILC,2003-2020,2011,N
ESP,2014,FALSE,INC,.04308846,,0,.00073568,.00086689,.01291269,.05577637,EU-SILC,2003-2020,2017,N
ESP,2014,FALSE,INC,.04308846,,0,.00073568,.00086689,.01344074,.05582874,EU-SILC,2003-2020,2011,N
ESP,2015,FALSE,INC,.04001012,,0,.00308594,.00343632,.01138208,.05029275,EU-SILC,2003-2020,2011,N
ESP,2015,FALSE,INC,.04001012,,0,.00308594,.00343632,.01100327,.04991394,EU-SILC,2003-2020,2017,N
ESP,2016,FALSE,INC,.03454451,,0,.00094795,.00113573,.01376577,.04768408,EU-SILC,2003-2020,2011,N
ESP,2016,FALSE,INC,.03454451,,0,.00094795,.00113573,.01332515,.0475165,EU-SILC,2003-2020,2017,N
ESP,2017,FALSE,INC,.03359931,,0,.00204699,.00161746,.00904479,.04222115,EU-SILC,2003-2020,2011,N
ESP,2017,FALSE,INC,.03359931,,0,.00204699,.00161746,.00894835,.0421247,EU-SILC,2003-2020,2017,N
ESP,2018,FALSE,INC,.03007041,,0,.00399021,.00264483,.01014445,.03956498,EU-SILC,2003-2020,2011,N
ESP,2018,FALSE,INC,.03007041,,0,.00399021,.00264483,.00975656,.03917709,EU-SILC,2003-2020,2017,N
ESP,2019,FALSE,INC,.02722354,,0,.00437175,.00242901,.00896183,.03563949,EU-SILC,2003-2020,2011,N
ESP,2019,FALSE,INC,.02722354,,0,.00437175,.00242901,.00895137,.03562902,EU-SILC,2003-2020,2017,N
ESP,2020,FALSE,INC,.03192027,,0,,0,.01141877,.04229889,EU-SILC,2003-2020,2011,N
ESP,2020,FALSE,INC,.03192027,,0,,0,.01131235,.04219246,EU-SILC,2003-2020,2017,N
EST,2009,FALSE,INC,.00083805,,0,,0,.00734773,.00818578,EU-SILC,2003-2020,2011,N
EST,2009,FALSE,INC,.00083805,,0,,0,.00734773,.00818578,EU-SILC,2003-2020,2017,N
EST,2010,FALSE,INC,.0004097,,0,.09614488,.10454104,.00868483,.00909453,EU-SILC,2003-2020,2011,N
EST,2010,FALSE,INC,.0004097,,0,.09614488,.10454104,.00953535,.00994504,EU-SILC,2003-2020,2017,N
EST,2011,FALSE,INC,.00066014,,0,.08631396,.09504277,.01209982,.01275996,EU-SILC,2003-2020,2011,N
EST,2011,FALSE,INC,.00066014,,0,.08631396,.09504277,.01209982,.01275996,EU-SILC,2003-2020,2017,N
EST,2012,FALSE,INC,.00072719,,0,.07983016,.09150984,.00978762,.01044548,EU-SILC,2003-2020,2011,N
EST,2012,FALSE,INC,.00072719,,0,.07983016,.09150984,.01002956,.01068743,EU-SILC,2003-2020,2017,N
EST,2013,FALSE,INC,.00068767,,0,.07238848,.08172883,.01068699,.01129073,EU-SILC,2003-2020,2011,N
EST,2013,FALSE,INC,.00068767,,0,.07238848,.08172883,.01093345,.01153719,EU-SILC,2003-2020,2017,N
EST,2014,FALSE,INC,.00068035,,0,.06884734,.07315878,.00897689,.00965724,EU-SILC,2003-2020,2011,N
EST,2014,FALSE,INC,.00068035,,0,.06884734,.07315878,.01050412,.01118447,EU-SILC,2003-2020,2017,N
EST,2015,FALSE,INC,.00058109,,0,.06870018,.07524483,.00832856,.00885347,EU-SILC,2003-2020,2011,N
EST,2015,FALSE,INC,.00058109,,0,.06870018,.07524483,.00846032,.00898524,EU-SILC,2003-2020,2017,N
EST,2016,FALSE,INC,.00015272,,0,.06130619,.0701305,.00702532,.00717804,EU-SILC,2003-2020,2011,N
EST,2016,FALSE,INC,.00015272,,0,.06130619,.0701305,.00702532,.00717804,EU-SILC,2003-2020,2017,N
EST,2017,FALSE,INC,.00033072,,0,.05279058,.06582208,.00454422,.00487494,EU-SILC,2003-2020,2011,N
EST,2017,FALSE,INC,.00033072,,0,.05279058,.06582208,.00454422,.00487494,EU-SILC,2003-2020,2017,N
EST,2018,FALSE,INC,.00009322,,0,.04733087,.05827462,.00503355,.00512677,EU-SILC,2003-2020,2017,N
EST,2018,FALSE,INC,.00009322,,0,.04733087,.05827462,.00482036,.00491358,EU-SILC,2003-2020,2011,N
EST,2019,FALSE,INC,.0008024,,0,.03949149,.05163249,.00705236,.00785477,EU-SILC,2003-2020,2017,N
EST,2019,FALSE,INC,.0008024,,0,.03949149,.05163249,.00632397,.00712638,EU-SILC,2003-2020,2011,N
EST,2020,FALSE,INC,.00027877,,0,,0,.00573208,.00601085,EU-SILC,2003-2020,2017,N
EST,2020,FALSE,INC,.00027877,,0,,0,.00573208,.00601085,EU-SILC,2003-2020,2011,N
ETH,2010,FALSE,CONS,.72389168,.3798157,.82527928,.95564477,.50550396,.35205978,.82385685,HICES,1995-2015,2011,N
ETH,2010,FALSE,CONS,.72389168,.3798157,.82527928,.95564477,.50550396,.30750935,.81746228,HICES,1995-2015,2017,N
ETH,2015,FALSE,CONS,.66692147,.31201758,.64139066,.95897703,.42663593,.26949027,.72704617,HICES,1995-2015,2017,N
ETH,2015,FALSE,CONS,.66692147,.31201758,.64139066,.95897703,.42663593,.30898699,.73502663,HICES,1995-2015,2011,N
FIN,2009,FALSE,INC,.00768583,,0,,0,.00070171,.00838755,EU-SILC,2003-2020,2011,N
FIN,2009,FALSE,INC,.00768583,,0,,0,.00070171,.00838755,EU-SILC,2003-2020,2017,N
FIN,2010,FALSE,INC,.00721017,,0,.00735805,.00840227,.00093493,.00812584,EU-SILC,2003-2020,2017,N
FIN,2010,FALSE,INC,.00721017,,0,.00735805,.00840227,.00088509,.008076,EU-SILC,2003-2020,2011,N
FIN,2011,FALSE,INC,.0062122,,0,.0062372,.00735599,.00075665,.00696885,EU-SILC,2003-2020,2017,N
FIN,2011,FALSE,INC,.0062122,,0,.0062372,.00735599,.00075665,.00696885,EU-SILC,2003-2020,2011,N
FIN,2012,FALSE,INC,.00777395,,0,.00576856,.00676209,.0007818,.00855575,EU-SILC,2003-2020,2011,N
FIN,2012,FALSE,INC,.00777395,,0,.00576856,.00676209,.0007818,.00855575,EU-SILC,2003-2020,2017,N
FIN,2013,FALSE,INC,.00759196,,0,.00614708,.00724028,.00089184,.00834382,EU-SILC,2003-2020,2017,N
FIN,2013,FALSE,INC,.00759196,,0,.00614708,.00724028,.00089184,.00834382,EU-SILC,2003-2020,2011,N
FIN,2014,FALSE,INC,.00900312,,0,.00527077,.00790016,.00068816,.00969128,EU-SILC,2003-2020,2011,N
FIN,2014,FALSE,INC,.00900312,,0,.00527077,.00790016,.00068816,.00969128,EU-SILC,2003-2020,2017,N
FIN,2015,FALSE,INC,.00884492,,0,.00504353,.00744232,.00070209,.00937409,EU-SILC,2003-2020,2011,N
FIN,2015,FALSE,INC,.00884492,,0,.00504353,.00744232,.00070209,.00937409,EU-SILC,2003-2020,2017,N
FIN,2016,FALSE,INC,.01359373,,0,.00444743,.00544176,.00055986,.01415359,EU-SILC,2003-2020,2017,N
FIN,2016,FALSE,INC,.01359373,,0,.00444743,.00544176,.00055182,.01414555,EU-SILC,2003-2020,2011,N
FIN,2017,FALSE,INC,.01487698,,0,.00386199,.00351166,.00071033,.0155873,EU-SILC,2003-2020,2017,N
FIN,2017,FALSE,INC,.01487698,,0,.00386199,.00351166,.00071033,.0155873,EU-SILC,2003-2020,2011,N
FIN,2018,FALSE,INC,.00984303,,0,.00336401,.00344308,.00075915,.01051179,EU-SILC,2003-2020,2011,N
FIN,2018,FALSE,INC,.00984303,,0,.00336401,.00344308,.00075915,.01051179,EU-SILC,2003-2020,2017,N
FIN,2019,FALSE,INC,.00939049,,0,.0032836,.00301717,.00049684,.00987358,EU-SILC,2003-2020,2011,N
FIN,2019,FALSE,INC,.00939049,,0,.0032836,.00301717,.00049684,.00987358,EU-SILC,2003-2020,2017,N
FIN,2020,FALSE,INC,.01323594,,0,,0,.00036784,.01360379,EU-SILC,2003-2020,2011,N
FIN,2020,FALSE,INC,.01323594,,0,,0,.00036784,.01360379,EU-SILC,2003-2020,2017,N
FJI,2013,FALSE,CONS,.00773203,.01433173,.09998302,.03230786,.07814349,.00363552,.00591179,HIES,2002-2013,2017,N
FJI,2013,FALSE,CONS,.00773203,.01433173,.09998302,.03230786,.07814349,.00480591,.00708219,HIES,2002-2013,2011,N
FJI,2019,FALSE,CONS,.00649295,.01907178,.04520886,.05069446,.12006633,.01846359,.02129744,HIES,2019,2011,N
FJI,2019,FALSE,CONS,.00649295,.01907178,.04520886,.05069446,.12006633,.01318269,.01601654,HIES,2019,2017,N
FRA,2009,FALSE,INC,.00517552,,0,,0,.0013366,.00651212,EU-SILC,2003-2020,2011,N
FRA,2009,FALSE,INC,.00517552,,0,,0,.0013366,.00651212,EU-SILC,2003-2020,2017,N
FRA,2010,FALSE,INC,.00632743,,0,.00629389,.00560907,.00146839,.00779581,EU-SILC,2003-2020,2011,N
FRA,2010,FALSE,INC,.00632743,,0,.00629389,.00560907,.00152214,.00784956,EU-SILC,2003-2020,2017,N
FRA,2011,FALSE,INC,.00599787,,0,.00544872,.00486855,.00092144,.00691931,EU-SILC,2003-2020,2011,N
FRA,2011,FALSE,INC,.00599787,,0,.00544872,.00486855,.00092144,.00691931,EU-SILC,2003-2020,2017,N
FRA,2012,FALSE,INC,.00462538,,0,.00542161,.00534189,.00129161,.00591699,EU-SILC,2003-2020,2011,N
FRA,2012,FALSE,INC,.00462538,,0,.00542161,.00534189,.00136608,.00599146,EU-SILC,2003-2020,2017,N
FRA,2013,FALSE,INC,.01039663,,0,.00472849,.00526027,.0008853,.01128193,EU-SILC,2003-2020,2011,N
FRA,2013,FALSE,INC,.01039663,,0,.00472849,.00526027,.0008853,.01128193,EU-SILC,2003-2020,2017,N
FRA,2014,FALSE,INC,.01042834,,0,.00452394,.00536774,.00072297,.01115131,EU-SILC,2003-2020,2017,N
FRA,2014,FALSE,INC,.01042834,,0,.00452394,.00536774,.00072297,.01115131,EU-SILC,2003-2020,2011,N
FRA,2015,FALSE,INC,.01069662,,0,.00575744,.00580831,.00212805,.01282466,EU-SILC,2003-2020,2011,N
FRA,2015,FALSE,INC,.01069662,,0,.00575744,.00580831,.00212805,.01282466,EU-SILC,2003-2020,2017,N
FRA,2016,FALSE,INC,.01690593,,0,.00623093,.00614071,.00148291,.01837021,EU-SILC,2003-2020,2017,N
FRA,2016,FALSE,INC,.01690593,,0,.00623093,.00614071,.00148291,.01837021,EU-SILC,2003-2020,2011,N
FRA,2017,FALSE,INC,.01469505,,0,.00506633,.00564535,.00108064,.01575183,EU-SILC,2003-2020,2017,N
FRA,2017,FALSE,INC,.01469505,,0,.00506633,.00564535,.00105804,.01572923,EU-SILC,2003-2020,2011,N
FRA,2018,FALSE,INC,.01611537,,0,.00470625,.00521597,.00067992,.01679529,EU-SILC,2003-2020,2011,N
FRA,2018,FALSE,INC,.01611537,,0,.00470625,.00521597,.00067992,.01679529,EU-SILC,2003-2020,2017,N
FRA,2019,FALSE,INC,.00590356,,0,.00651546,.00477711,.00288432,.00878789,EU-SILC,2003-2020,2017,N
FRA,2019,FALSE,INC,.00590356,,0,.00651546,.00477711,.00281477,.00871834,EU-SILC,2003-2020,2011,N
FRA,2020,FALSE,INC,.00925021,,0,,0,.00325519,.0125054,EU-SILC,2003-2020,2011,N
FRA,2020,FALSE,INC,.00925021,,0,,0,.00325519,.0125054,EU-SILC,2003-2020,2017,N
FSM,2013,FALSE,CONS,.08749959,.27987156,.23631117,.4282068,.05221028,.15392922,.22127107,HIES,2013,2011,N
FSM,2013,FALSE,CONS,.08749959,.27987156,.23631117,.4282068,.05221028,.16028438,.2266349,HIES,2013,2017,N
GAB,2017,FALSE,CONS,.11348049,.07900835,.08571696,.68161319,.11506036,.03385558,.09079,EGEP,2017,2011,N
GAB,2017,FALSE,CONS,.11348049,.07900835,.08571696,.68161319,.11506036,.02468873,.08363431,EGEP,2017,2017,N
GEO,2010,FALSE,CONS,.02418043,.03140784,0,.08089732,.04926139,.11966713,.12132564,HIS,1998-2021,2011,N
GEO,2010,FALSE,CONS,.02418043,.03140784,0,.08089732,.04926139,.14377869,.14515859,HIS,1998-2021,2017,N
GEO,2011,FALSE,CONS,.00468848,.02300706,.0001021,.06313426,.05158307,.11099016,.11130662,HIS,1998-2021,2011,N
GEO,2011,FALSE,CONS,.00468848,.02300706,.0001021,.06313426,.05158307,.13401542,.13433189,HIS,1998-2021,2017,N
GEO,2013,FALSE,CONS,.00184712,.00949317,0,.06415374,.06420749,.08078715,.08103285,HIS,1998-2021,2017,N
GEO,2013,FALSE,CONS,.00184712,.00949317,0,.06415374,.06420749,.06429873,.06454443,HIS,1998-2021,2011,N
GEO,2014,FALSE,CONS,.00195045,.00915303,0,.05682381,.06421988,.06127039,.06127039,HIS,1998-2021,2017,N
GEO,2014,FALSE,CONS,.00195045,.00915303,0,.05682381,.06421988,.04917639,.04917639,HIS,1998-2021,2011,N
GEO,2015,FALSE,CONS,.00085945,.00886443,0,.06715096,.06027005,.03696668,.03709836,HIS,1998-2021,2011,N
GEO,2015,FALSE,CONS,.00085945,.00886443,0,.06715096,.06027005,.04879492,.04892659,HIS,1998-2021,2017,N
GEO,2016,FALSE,CONS,.00053456,.0100427,0,.06695452,.06657855,.04913372,.04958338,HIS,1998-2021,2017,N
GEO,2016,FALSE,CONS,.00053456,.0100427,0,.06695452,.06657855,.0380347,.03861394,HIS,1998-2021,2011,N
GEO,2017,FALSE,CONS,.00102174,.0089077,0,.0885996,.08463933,.06229866,.06257601,HIS,1998-2021,2017,N
GEO,2017,FALSE,CONS,.00102174,.0089077,0,.0885996,.08463933,.0497611,.05003845,HIS,1998-2021,2011,N
GEO,2018,FALSE,CONS,.00033721,.01131141,0,.08952205,.08648965,.0448853,.04528397,HIS,1998-2021,2011,N
GEO,2018,FALSE,CONS,.00033721,.01131141,0,.08952205,.08648965,.0555908,.05598947,HIS,1998-2021,2017,N
GEO,2019,FALSE,CONS,.00036915,.00738043,0,.10004005,.06957441,.03783245,.03783245,HIS,1998-2021,2011,N
GEO,2019,FALSE,CONS,.00036915,.00738043,0,.10004005,.06957441,.04848629,.04848629,HIS,1998-2021,2017,N
GEO,2020,FALSE,CONS,.00083228,.01179701,0,.0953712,.0570186,.04233533,.04251877,HIS,1998-2021,2011,N
GEO,2020,FALSE,CONS,.00083228,.01179701,0,.0953712,.0570186,.05806867,.05825211,HIS,1998-2021,2017,N
GEO,2021,FALSE,CONS,.00024344,.01142132,0,.0891728,.05356134,.04143176,.04151803,HIS,1998-2021,2011,N
GEO,2021,FALSE,CONS,.00024344,.01142132,0,.0891728,.05356134,.05485026,.05493653,HIS,1998-2021,2017,N
GHA,2012,FALSE,CONS,.17079984,.08562318,.33550238,.43095833,.13649597,.25689973,.33190436,GLSS-VI,1991-2016,2017,N
GHA,2012,FALSE,CONS,.17079984,.08562318,.33550238,.43095833,.13649597,.12252462,.231514,GLSS-VI,1991-2016,2011,N
GHA,2016,FALSE,CONS,.15084091,.0901443,.19486128,.79900593,.40798169,.25208554,.32773864,GLSS-VII,1991-2016,2017,N
GHA,2016,FALSE,CONS,.15084091,.0901443,.19486128,.79900593,.40798169,.13618655,.23889945,GLSS-VII,1991-2016,2011,N
GIN,2012,FALSE,CONS,.53732481,.45558812,.74893681,.65656743,.3124659,.36093462,.67193363,ELEP,2007-2012,2011,N
GIN,2012,FALSE,CONS,.53732481,.45558812,.74893681,.65656743,.3124659,.24544148,.64477888,ELEP,2007-2012,2017,N
GIN,2018,FALSE,CONS,.6126927,.24992032,.56377301,.71144083,.20953956,.23185367,.54306196,EHCVM,2018,2011,N
GIN,2018,FALSE,CONS,.6126927,.24992032,.56377301,.71144083,.20953956,.138201,.51697569,EHCVM,2018,2017,N
GMB,2015,FALSE,CONS,.29891023,.06149907,.07966502,.58207589,.08216503,.10297175,.15525366,IHS,2015-2020,2011,N
GMB,2015,FALSE,CONS,.29891023,.06149907,.07966502,.58207589,.08216503,.13382067,.18341541,IHS,2015-2020,2017,N
GMB,2020,FALSE,CONS,.28533579,.40208476,.29060883,.53378016,.12789351,.14054514,.34470428,IHS,2015-2020,2011,N
GMB,2020,FALSE,CONS,.28533579,.40208476,.29060883,.53378016,.12789351,.17242134,.36191475,IHS,2015-2020,2017,N
GNB,2010,FALSE,CONS,.43936367,.4346387,.93900852,.65767354,.36354778,.68391695,.82316169,ILAP-II,2010,2011,N
GNB,2010,FALSE,CONS,.43936367,.4346387,.93900852,.65767354,.36354778,.66685116,.8156247,ILAP-II,2010,2017,N
GNB,2018,FALSE,CONS,.41013447,.30123174,.42147779,.63046521,.21616035,.2466737,.4770034,EHCVM,2018,2011,N
GNB,2018,FALSE,CONS,.41013447,.30123174,.42147779,.63046521,.21616035,.21660491,.46126859,EHCVM,2018,2017,N
GRC,2009,FALSE,INC,.02741136,,0,,0,.00884121,.03590536,EU-SILC,2003-2020,2011,N
GRC,2009,FALSE,INC,.02741136,,0,,0,.00881077,.03587492,EU-SILC,2003-2020,2017,N
GRC,2010,FALSE,INC,.02290072,,0,.00896027,.01314676,.01470131,.03760202,EU-SILC,2003-2020,2017,N
GRC,2010,FALSE,INC,.02290072,,0,.00896027,.01314676,.01470131,.03760202,EU-SILC,2003-2020,2011,N
GRC,2011,FALSE,INC,.02339279,,0,.00515051,.00700224,.02228444,.04567723,EU-SILC,2003-2020,2017,N
GRC,2011,FALSE,INC,.02339279,,0,.00515051,.00700224,.02277685,.04616964,EU-SILC,2003-2020,2011,N
GRC,2012,FALSE,INC,.02560795,,0,.00655995,.00920566,.02086532,.04643346,EU-SILC,2003-2020,2017,N
GRC,2012,FALSE,INC,.02560795,,0,.00655995,.00920566,.02100298,.04657112,EU-SILC,2003-2020,2011,N
GRC,2013,FALSE,INC,.02621909,,0,.00483673,.0073022,.01072138,.03667522,EU-SILC,2003-2020,2017,N
GRC,2013,FALSE,INC,.02621909,,0,.00483673,.0073022,.01116087,.03711471,EU-SILC,2003-2020,2011,N
GRC,2014,FALSE,INC,.02240126,,0,.00461953,.00470709,.02106936,.04322859,EU-SILC,2003-2020,2017,N
GRC,2014,FALSE,INC,.02240126,,0,.00461953,.00470709,.02125498,.04341421,EU-SILC,2003-2020,2011,N
GRC,2015,FALSE,INC,.02244507,,0,.00395722,.00448477,.01899579,.04124356,EU-SILC,2003-2020,2011,N
GRC,2015,FALSE,INC,.02244507,,0,.00395722,.00448477,.01871204,.0409598,EU-SILC,2003-2020,2017,N
GRC,2016,FALSE,INC,.02175646,,0,.003113,.00529675,.01653237,.03768257,EU-SILC,2003-2020,2011,N
GRC,2016,FALSE,INC,.02175646,,0,.003113,.00529675,.01638473,.03753493,EU-SILC,2003-2020,2017,N
GRC,2017,FALSE,INC,.01710425,,0,.00285457,.00536112,.0121093,.0290991,EU-SILC,2003-2020,2011,N
GRC,2017,FALSE,INC,.01710425,,0,.00285457,.00536112,.0119668,.0289566,EU-SILC,2003-2020,2017,N
GRC,2018,FALSE,INC,.01755404,,0,.00293244,.00448902,.00694087,.02438239,EU-SILC,2003-2020,2011,N
GRC,2018,FALSE,INC,.01755404,,0,.00293244,.00448902,.00694087,.02438239,EU-SILC,2003-2020,2017,N
GRC,2019,FALSE,INC,.02016804,,0,.00264746,.00132991,.01051957,.03047311,EU-SILC,2003-2020,2011,N
GRC,2019,FALSE,INC,.02016804,,0,.00264746,.00132991,.01023176,.03018529,EU-SILC,2003-2020,2017,N
GRC,2020,FALSE,INC,.0178099,,0,,0,.01867649,.03618978,EU-SILC,2003-2020,2011,N
GRC,2020,FALSE,INC,.0178099,,0,,0,.01841999,.03593329,EU-SILC,2003-2020,2017,N
GTM,2014,FALSE,INC,.24831111,.18333556,.16531554,.46709402,.08436536,.09521303,.22219976,ENCOVI,2000-2014,2017,N
GTM,2014,FALSE,INC,.24831111,.18333556,.16531554,.46709402,.08436536,.08778929,.21649191,ENCOVI,2000-2014,2011,N
HND,2010,FALSE,INC,.16239706,.12729241,.21018422,.1059752,.09274737,.15556722,.20387182,EPHPM,2001-2010,2011,N
HND,2010,FALSE,INC,.16239706,.12729241,.21018422,.1059752,.09274737,.13802202,.18994176,EPHPM,2001-2010,2017,N
HND,2011,FALSE,INC,.14419557,.13681374,.19432389,.10605272,.0827963,.1432309,.20033695,EPHPM,2011-2019,2017,N
HND,2011,FALSE,INC,.14419557,.13681374,.19432389,.10605272,.0827963,.159776,.2134788,EPHPM,2011-2019,2011,N
HND,2012,FALSE,INC,.15042105,.13241482,.17899254,.11373216,.08736352,.19001182,.23485061,EPHPM,2011-2019,2011,N
HND,2012,FALSE,INC,.15042105,.13241482,.17899254,.11373216,.08736352,.16992705,.21880689,EPHPM,2011-2019,2017,N
HND,2013,FALSE,INC,.13987821,.16365564,.13619769,.09702393,.08932514,.16418993,.20645011,EPHPM,2011-2019,2011,N
HND,2013,FALSE,INC,.13987821,.16365564,.13619769,.09702393,.08932514,.14568505,.1913214,EPHPM,2011-2019,2017,N
HND,2014,FALSE,INC,.13510906,.1431706,.13906445,.1107808,.0988095,.15217476,.20421324,EPHPM,2011-2019,2011,N
HND,2014,FALSE,INC,.13510906,.1431706,.13906445,.1107808,.0988095,.13282177,.18716118,EPHPM,2011-2019,2017,N
HND,2015,FALSE,INC,.12390702,.11893477,.12399454,.1108377,.08946021,.14924994,.18766682,EPHPM,2011-2019,2011,N
HND,2015,FALSE,INC,.12390702,.11893477,.12399454,.1108377,.08946021,.12977554,.17094616,EPHPM,2011-2019,2017,N
HND,2016,FALSE,INC,.11525461,.10270698,.10277141,.09192457,.08383402,.14606983,.17819029,EPHPM,2011-2019,2017,N
HND,2016,FALSE,INC,.11525461,.10270698,.10277141,.09192457,.08383402,.16110515,.19151407,EPHPM,2011-2019,2011,N
HND,2017,FALSE,INC,.11802754,.10550592,.092934,.09490923,.08710232,.15435281,.18200619,EPHPM,2011-2019,2011,N
HND,2017,FALSE,INC,.11802754,.10550592,.092934,.09490923,.08710232,.13855522,.16863322,EPHPM,2011-2019,2017,N
HND,2018,FALSE,INC,.12208702,.12144043,.08433152,.07400695,.07975093,.1581078,.18429955,EPHPM,2011-2019,2011,N
HND,2018,FALSE,INC,.12208702,.12144043,.08433152,.07400695,.07975093,.14233573,.17039237,EPHPM,2011-2019,2017,N
HND,2019,FALSE,INC,.10125883,.09975495,.06744803,.0581014,.05680016,.14697365,.16619559,EPHPM,2011-2019,2011,N
HND,2019,FALSE,INC,.10125883,.09975495,.06744803,.0581014,.05680016,.12647658,.14782456,EPHPM,2011-2019,2017,N
HRV,2009,FALSE,INC,.00543003,,0,,0,.00926565,.01454095,EU-SILC,2009-2020,2011,N
HRV,2009,FALSE,INC,.00543003,,0,,0,.00870099,.01397629,EU-SILC,2009-2020,2017,N
HRV,2010,FALSE,INC,.00393298,,0,.01739097,.01467435,.01251918,.01631511,EU-SILC,2009-2020,2011,N
HRV,2010,FALSE,INC,.00393298,,0,.01739097,.01467435,.01242425,.01622017,EU-SILC,2009-2020,2017,N
HRV,2011,FALSE,INC,.00261412,,0,.02472146,.02153697,.00703522,.00948336,EU-SILC,2009-2020,2017,N
HRV,2011,FALSE,INC,.00261412,,0,.02472146,.02153697,.00743091,.00987904,EU-SILC,2009-2020,2011,N
HRV,2012,FALSE,INC,.0025813,,0,.01727716,.01806158,.0082872,.0107258,EU-SILC,2009-2020,2017,N
HRV,2012,FALSE,INC,.0025813,,0,.01727716,.01806158,.00876868,.01120728,EU-SILC,2009-2020,2011,N
HRV,2013,FALSE,INC,.00260544,,0,.01962273,.01873726,.00772354,.01030539,EU-SILC,2009-2020,2017,N
HRV,2013,FALSE,INC,.00260544,,0,.01962273,.01873726,.00772354,.01030539,EU-SILC,2009-2020,2011,N
HRV,2014,FALSE,INC,.00238505,,0,.01937952,.01705796,.01001349,.01228963,EU-SILC,2009-2020,2011,N
HRV,2014,FALSE,INC,.00238505,,0,.01937952,.01705796,.01001349,.01228963,EU-SILC,2009-2020,2017,N
HRV,2015,FALSE,INC,.00211449,,0,.01736265,.01635168,.00658295,.00867029,EU-SILC,2009-2020,2011,N
HRV,2015,FALSE,INC,.00211449,,0,.01736265,.01635168,.0064282,.00851554,EU-SILC,2009-2020,2017,N
HRV,2016,FALSE,INC,.00287739,,0,.01630919,.01439141,.00676815,.00962235,EU-SILC,2009-2020,2011,N
HRV,2016,FALSE,INC,.00287739,,0,.01630919,.01439141,.00672198,.00959937,EU-SILC,2009-2020,2017,N
HRV,2017,FALSE,INC,.00272714,,0,.01312109,.01221215,.00544774,.00805398,EU-SILC,2009-2020,2017,N
