xyzdmxyzcountry,xyzdmxyzyearrange,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzdistribution,xyzdpxyzsi_spr_pcap_zg,xyzdcxyzpppyear,xyzdmxyzcoverage,survey_coverage
KGZ,2006-2011,FALSE,CONS,tot,.68971945,2017,N,N
KGZ,2006-2011,FALSE,CONS,m50,3.4959185,2011,N,N
KGZ,2006-2011,FALSE,CONS,premium,4.9900101,2011,N,N
KGZ,2008-2012,FALSE,CONS,m50,-.98587589,2017,N,N
KGZ,2008-2012,FALSE,CONS,premium,2.7960157,2011,N,N
KGZ,2008-2012,FALSE,CONS,b40,1.1688063,2017,N,N
KGZ,2008-2012,FALSE,CONS,tot,-1.6272133,2017,N,N
KGZ,2008-2012,FALSE,CONS,b40,1.1688008,2011,N,N
KGZ,2008-2012,FALSE,CONS,m50,-.98586863,2011,N,N
KGZ,2008-2012,FALSE,CONS,premium,2.7960195,2017,N,N
KGZ,2008-2012,FALSE,CONS,tot,-1.6272149,2011,N,N
KGZ,2009-2014,FALSE,CONS,premium,1.4947159,2011,N,N
KGZ,2009-2014,FALSE,CONS,m50,-.58960944,2011,N,N
KGZ,2009-2014,FALSE,CONS,b40,.36677027,2011,N,N
KGZ,2009-2014,FALSE,CONS,premium,1.4947161,2017,N,N
KGZ,2009-2014,FALSE,CONS,tot,-1.1279457,2011,N,N
KGZ,2009-2014,FALSE,CONS,tot,-1.1279452,2017,N,N
KGZ,2009-2014,FALSE,CONS,m50,-.58960854,2017,N,N
KGZ,2009-2014,FALSE,CONS,b40,.36677097,2017,N,N
KGZ,2010-2015,FALSE,CONS,tot,-.49552791,2017,N,N
KGZ,2010-2015,FALSE,CONS,premium,.88483492,2011,N,N
KGZ,2010-2015,FALSE,CONS,b40,.38930094,2017,N,N
KGZ,2010-2015,FALSE,CONS,b40,.38930616,2011,N,N
KGZ,2010-2015,FALSE,CONS,m50,-.67071009,2011,N,N
KGZ,2010-2015,FALSE,CONS,premium,.88482885,2017,N,N
KGZ,2010-2015,FALSE,CONS,tot,-.49552876,2011,N,N
KGZ,2010-2015,FALSE,CONS,m50,-.67071324,2017,N,N
KGZ,2011-2016,FALSE,CONS,m50,-.11986422,2017,N,N
KGZ,2011-2016,FALSE,CONS,premium,.62376917,2017,N,N
KGZ,2011-2016,FALSE,CONS,premium,.62377108,2011,N,N
KGZ,2011-2016,FALSE,CONS,m50,-.11986696,2011,N,N
KGZ,2011-2016,FALSE,CONS,b40,.57827449,2011,N,N
KGZ,2011-2016,FALSE,CONS,tot,-.04549545,2017,N,N
KGZ,2011-2016,FALSE,CONS,tot,-.04549659,2011,N,N
KGZ,2011-2016,FALSE,CONS,b40,.57827372,2017,N,N
KGZ,2012-2017,FALSE,CONS,m50,.52024335,2011,N,N
KGZ,2012-2017,FALSE,CONS,m50,.52024743,2017,N,N
KGZ,2012-2017,FALSE,CONS,b40,.85921347,2011,N,N
KGZ,2012-2017,FALSE,CONS,tot,.7942213,2017,N,N
KGZ,2012-2017,FALSE,CONS,premium,.06498951,2011,N,N
KGZ,2012-2017,FALSE,CONS,tot,.79422396,2011,N,N
KGZ,2012-2017,FALSE,CONS,premium,.06499075,2017,N,N
KGZ,2012-2017,FALSE,CONS,b40,.85921205,2017,N,N
KGZ,2013-2018,FALSE,CONS,premium,.7144891,2017,N,N
KGZ,2013-2018,FALSE,CONS,tot,2.4392526,2011,N,N
KGZ,2013-2018,FALSE,CONS,tot,2.4392541,2017,N,N
KGZ,2013-2018,FALSE,CONS,m50,2.5234675,2017,N,N
KGZ,2013-2018,FALSE,CONS,b40,3.1537428,2011,N,N
KGZ,2013-2018,FALSE,CONS,premium,.71449018,2011,N,N
KGZ,2013-2018,FALSE,CONS,b40,3.1537432,2017,N,N
KGZ,2013-2018,FALSE,CONS,m50,2.5234678,2011,N,N
KGZ,2014-2019,FALSE,CONS,b40,1.7961055,2017,N,N
KGZ,2014-2019,FALSE,CONS,m50,1.9552081,2011,N,N
KGZ,2014-2019,FALSE,CONS,b40,1.7961063,2011,N,N
KGZ,2014-2019,FALSE,CONS,tot,2.718969,2017,N,N
KGZ,2014-2019,FALSE,CONS,m50,1.9552033,2017,N,N
KGZ,2014-2019,FALSE,CONS,premium,-.92286515,2011,N,N
KGZ,2014-2019,FALSE,CONS,tot,2.7189715,2011,N,N
KGZ,2014-2019,FALSE,CONS,premium,-.92286343,2017,N,N
KGZ,2015-2020,FALSE,CONS,tot,1.1353002,2017,N,N
KGZ,2015-2020,FALSE,CONS,b40,.76416582,2011,N,N
KGZ,2015-2020,FALSE,CONS,premium,-.37113558,2017,N,N
KGZ,2015-2020,FALSE,CONS,premium,-.37113255,2011,N,N
KGZ,2015-2020,FALSE,CONS,tot,1.1352984,2011,N,N
KGZ,2015-2020,FALSE,CONS,m50,1.2973534,2011,N,N
KGZ,2015-2020,FALSE,CONS,m50,1.2973545,2017,N,N
KGZ,2015-2020,FALSE,CONS,b40,.76416464,2017,N,N
KOR,2012-2016,FALSE,INC,b40,2.5192666,2011,N,N
KOR,2012-2016,FALSE,INC,m50,2.1673079,2011,N,N
KOR,2012-2016,FALSE,INC,b40,2.5192668,2017,N,N
KOR,2012-2016,FALSE,INC,tot,2.2531755,2011,N,N
KOR,2012-2016,FALSE,INC,tot,2.2531767,2017,N,N
KOR,2012-2016,FALSE,INC,premium,.26609007,2017,N,N
KOR,2012-2016,FALSE,INC,m50,2.1673081,2017,N,N
KOR,2012-2016,FALSE,INC,premium,.26609111,2011,N,N
LAO,2007-2012,FALSE,CONS,tot,4.9349737,2017,N,N
LAO,2007-2012,FALSE,CONS,b40,4.2269611,2011,N,N
LAO,2007-2012,FALSE,CONS,b40,4.2269594,2017,N,N
LAO,2007-2012,FALSE,CONS,m50,5.0505295,2011,N,N
LAO,2007-2012,FALSE,CONS,premium,-.70801067,2011,N,N
LAO,2007-2012,FALSE,CONS,m50,5.0505256,2017,N,N
LAO,2007-2012,FALSE,CONS,premium,-.70801428,2017,N,N
LAO,2007-2012,FALSE,CONS,tot,4.9349718,2011,N,N
LAO,2012-2018,FALSE,CONS,tot,3.0735135,2017,N,N
LAO,2012-2018,FALSE,CONS,m50,2.1887876,2017,N,N
LAO,2012-2018,FALSE,CONS,tot,3.073514,2011,N,N
LAO,2012-2018,FALSE,CONS,premium,-1.1652936,2011,N,N
LAO,2012-2018,FALSE,CONS,premium,-1.1652957,2017,N,N
LAO,2012-2018,FALSE,CONS,m50,2.188786,2011,N,N
LAO,2012-2018,FALSE,CONS,b40,1.9082204,2011,N,N
LAO,2012-2018,FALSE,CONS,b40,1.9082177,2017,N,N
LKA,2006-2012,FALSE,CONS,tot,2.3237755,2017,N,N
LKA,2006-2009,FALSE,CONS,premium,3.0669037,2011,N,N
LKA,2006-2012,FALSE,CONS,m50,2.6669996,2011,N,N
LKA,2006-2009,FALSE,CONS,tot,.24183288,2011,N,N
LKA,2006-2009,FALSE,CONS,tot,.24182819,2017,N,N
LKA,2006-2012,FALSE,CONS,b40,2.8237824,2011,N,N
LKA,2006-2012,FALSE,CONS,b40,2.823779,2017,N,N
LKA,2006-2009,FALSE,CONS,m50,2.3492661,2011,N,N
LKA,2006-2009,FALSE,CONS,m50,2.3492718,2017,N,N
LKA,2006-2009,FALSE,CONS,b40,3.3087366,2011,N,N
LKA,2006-2012,FALSE,CONS,premium,.50000355,2017,N,N
LKA,2006-2012,FALSE,CONS,premium,.50000548,2011,N,N
LKA,2006-2012,FALSE,CONS,tot,2.323777,2011,N,N
LKA,2006-2012,FALSE,CONS,m50,2.6670007,2017,N,N
LKA,2006-2009,FALSE,CONS,premium,3.0669044,2017,N,N
LKA,2006-2009,FALSE,CONS,b40,3.3087326,2017,N,N
LKA,2009-2012,FALSE,CONS,tot,4.4489613,2011,N,N
LKA,2009-2012,FALSE,CONS,b40,2.341102,2017,N,N
LKA,2009-2012,FALSE,CONS,m50,2.9857159,2017,N,N
LKA,2009-2012,FALSE,CONS,premium,-2.1078563,2011,N,N
LKA,2009-2012,FALSE,CONS,b40,2.341105,2011,N,N
LKA,2009-2012,FALSE,CONS,tot,4.4489633,2017,N,N
LKA,2009-2012,FALSE,CONS,premium,-2.1078613,2017,N,N
LKA,2009-2012,FALSE,CONS,m50,2.9857194,2011,N,N
LKA,2012-2016,FALSE,CONS,tot,4.118762,2011,N,N
LKA,2012-2016,FALSE,CONS,m50,4.0767102,2011,N,N
LKA,2012-2016,FALSE,CONS,b40,3.6507454,2011,N,N
LKA,2012-2016,FALSE,CONS,m50,4.0767102,2017,N,N
LKA,2012-2016,FALSE,CONS,b40,3.6507489,2017,N,N
LKA,2012-2016,FALSE,CONS,tot,4.1187595,2017,N,N
LKA,2012-2016,FALSE,CONS,premium,-.46801061,2017,N,N
LKA,2012-2016,FALSE,CONS,premium,-.46801662,2011,N,N
LKA,2016-2019,FALSE,CONS,m50,1.6194518,2011,N,N
LKA,2016-2019,FALSE,CONS,tot,.64955819,2017,N,N
LKA,2016-2019,FALSE,CONS,premium,1.0905665,2017,N,N
LKA,2016-2019,FALSE,CONS,tot,.64955711,2011,N,N
LKA,2016-2019,FALSE,CONS,premium,1.0905668,2011,N,N
LKA,2016-2019,FALSE,CONS,b40,1.7401247,2017,N,N
LKA,2016-2019,FALSE,CONS,m50,1.6194492,2017,N,N
LKA,2016-2019,FALSE,CONS,b40,1.7401239,2011,N,N
LTU,2006-2011,FALSE,INC,premium,.39640576,2011,N,N
LTU,2006-2011,FALSE,INC,m50,1.5713186,2017,N,N
LTU,2006-2011,FALSE,INC,m50,1.5713166,2011,N,N
LTU,2006-2011,FALSE,INC,b40,1.067318,2017,N,N
LTU,2006-2011,FALSE,INC,premium,.39639382,2017,N,N
LTU,2006-2011,FALSE,INC,b40,1.0673259,2011,N,N
LTU,2006-2011,FALSE,INC,tot,.67092019,2011,N,N
LTU,2006-2011,FALSE,INC,tot,.67092418,2017,N,N
LTU,2007-2012,FALSE,INC,premium,-.41921386,2017,N,N
LTU,2007-2012,FALSE,INC,m50,-1.1488403,2017,N,N
LTU,2007-2012,FALSE,INC,premium,-.41920185,2011,N,N
LTU,2007-2012,FALSE,INC,b40,-1.6629682,2011,N,N
LTU,2007-2012,FALSE,INC,tot,-1.2437663,2011,N,N
LTU,2007-2012,FALSE,INC,m50,-1.1488398,2011,N,N
LTU,2007-2012,FALSE,INC,b40,-1.6629858,2017,N,N
LTU,2007-2012,FALSE,INC,tot,-1.243772,2017,N,N
LTU,2009-2014,FALSE,INC,b40,4.1669793,2011,N,N
LTU,2009-2014,FALSE,INC,m50,3.2941275,2011,N,N
LTU,2009-2014,FALSE,INC,tot,3.8901346,2011,N,N
LTU,2009-2014,FALSE,INC,m50,3.2941343,2017,N,N
LTU,2009-2014,FALSE,INC,b40,4.1669785,2017,N,N
LTU,2009-2014,FALSE,INC,premium,.27684474,2011,N,N
LTU,2009-2014,FALSE,INC,tot,3.8901394,2017,N,N
LTU,2009-2014,FALSE,INC,premium,.27683902,2017,N,N
LTU,2010-2015,FALSE,INC,tot,8.1048622,2011,N,N
LTU,2010-2015,FALSE,INC,b40,6.654067,2011,N,N
LTU,2010-2015,FALSE,INC,premium,-1.4507952,2011,N,N
LTU,2010-2015,FALSE,INC,tot,8.1048601,2017,N,N
LTU,2010-2015,FALSE,INC,m50,6.0500531,2011,N,N
LTU,2010-2015,FALSE,INC,premium,-1.4507821,2017,N,N
LTU,2010-2015,FALSE,INC,b40,6.654078,2017,N,N
LTU,2010-2015,FALSE,INC,m50,6.05006,2017,N,N
LTU,2012-2017,FALSE,INC,b40,6.3296244,2017,N,N
LTU,2012-2017,FALSE,INC,m50,6.6303828,2017,N,N
LTU,2012-2017,FALSE,INC,premium,-1.1000066,2011,N,N
LTU,2012-2017,FALSE,INC,tot,7.4296222,2011,N,N
LTU,2012-2017,FALSE,INC,premium,-1.100004,2017,N,N
LTU,2012-2017,FALSE,INC,m50,6.6303759,2011,N,N
LTU,2012-2017,FALSE,INC,tot,7.4296284,2017,N,N
LTU,2012-2017,FALSE,INC,b40,6.3296156,2011,N,N
LTU,2013-2018,FALSE,INC,tot,8.0166407,2011,N,N
LTU,2013-2018,FALSE,INC,premium,-.27845052,2017,N,N
LTU,2013-2018,FALSE,INC,premium,-.27845764,2011,N,N
LTU,2013-2018,FALSE,INC,b40,7.738183,2011,N,N
LTU,2013-2018,FALSE,INC,m50,7.7833259,2017,N,N
LTU,2013-2018,FALSE,INC,b40,7.7381844,2017,N,N
LTU,2013-2018,FALSE,INC,tot,8.0166349,2017,N,N
LTU,2013-2018,FALSE,INC,m50,7.7833204,2011,N,N
LTU,2014-2019,FALSE,INC,premium,1.6924684,2017,N,N
LTU,2014-2019,FALSE,INC,tot,8.1969738,2011,N,N
LTU,2014-2019,FALSE,INC,b40,9.8894427,2017,N,N
LTU,2014-2019,FALSE,INC,tot,8.1969743,2017,N,N
LTU,2014-2019,FALSE,INC,m50,8.4023148,2017,N,N
LTU,2014-2019,FALSE,INC,m50,8.4023123,2011,N,N
LTU,2014-2019,FALSE,INC,premium,1.6924629,2011,N,N
LTU,2014-2019,FALSE,INC,b40,9.8894367,2011,N,N
LTU,2015-2020,FALSE,INC,b40,10.661355,2011,N,N
LTU,2015-2020,FALSE,INC,m50,8.5106495,2017,N,N
LTU,2015-2020,FALSE,INC,premium,1.679512,2011,N,N
LTU,2015-2020,FALSE,INC,m50,8.5106525,2011,N,N
LTU,2015-2020,FALSE,INC,premium,1.679502,2017,N,N
LTU,2015-2020,FALSE,INC,tot,8.9818429,2017,N,N
LTU,2015-2020,FALSE,INC,tot,8.981843,2011,N,N
LTU,2015-2020,FALSE,INC,b40,10.661345,2017,N,N
LUX,2007-2012,FALSE,INC,premium,-2.1301149,2017,N,N
LUX,2007-2012,FALSE,INC,m50,-1.4365883,2011,N,N
LUX,2007-2012,FALSE,INC,b40,-2.671752,2011,N,N
LUX,2007-2012,FALSE,INC,b40,-2.6717456,2017,N,N
LUX,2007-2012,FALSE,INC,m50,-1.4365913,2017,N,N
LUX,2007-2012,FALSE,INC,tot,-.54162794,2011,N,N
LUX,2007-2012,FALSE,INC,tot,-.54163075,2017,N,N
LUX,2007-2012,FALSE,INC,premium,-2.130124,2011,N,N
LUX,2009-2014,FALSE,INC,b40,-.09239209,2011,N,N
LUX,2009-2014,FALSE,INC,tot,-.28124024,2017,N,N
LUX,2009-2014,FALSE,INC,b40,-.09238796,2017,N,N
LUX,2009-2014,FALSE,INC,premium,.18885162,2011,N,N
LUX,2009-2014,FALSE,INC,m50,-.50064816,2017,N,N
LUX,2009-2014,FALSE,INC,premium,.18885227,2017,N,N
LUX,2009-2014,FALSE,INC,tot,-.28124371,2011,N,N
LUX,2009-2014,FALSE,INC,m50,-.50065011,2011,N,N
LUX,2010-2015,FALSE,INC,premium,-1.1786689,2017,N,N
LUX,2010-2015,FALSE,INC,tot,-1.2667922,2011,N,N
LUX,2010-2015,FALSE,INC,premium,-1.1786722,2011,N,N
LUX,2010-2015,FALSE,INC,m50,-1.7311269,2011,N,N
LUX,2010-2015,FALSE,INC,tot,-1.2667921,2017,N,N
LUX,2010-2015,FALSE,INC,m50,-1.7311275,2017,N,N
LUX,2010-2015,FALSE,INC,b40,-2.4454644,2011,N,N
LUX,2010-2015,FALSE,INC,b40,-2.4454609,2017,N,N
LUX,2012-2017,FALSE,INC,b40,-.07817056,2011,N,N
LUX,2012-2017,FALSE,INC,m50,.53758502,2017,N,N
LUX,2012-2017,FALSE,INC,tot,.32617104,2017,N,N
LUX,2012-2017,FALSE,INC,m50,.53758222,2011,N,N
LUX,2012-2017,FALSE,INC,premium,-.40433969,2011,N,N
LUX,2012-2017,FALSE,INC,tot,.32616913,2011,N,N
LUX,2012-2017,FALSE,INC,b40,-.07817789,2017,N,N
LUX,2012-2017,FALSE,INC,premium,-.40434893,2017,N,N
LUX,2013-2018,FALSE,INC,tot,1.5552974,2017,N,N
LUX,2013-2018,FALSE,INC,b40,.19708546,2011,N,N
LUX,2013-2018,FALSE,INC,b40,.19708048,2017,N,N
LUX,2013-2018,FALSE,INC,premium,-1.3582169,2017,N,N
LUX,2013-2018,FALSE,INC,m50,.77201259,2011,N,N
LUX,2013-2018,FALSE,INC,m50,.77201311,2017,N,N
LUX,2013-2018,FALSE,INC,premium,-1.358215,2011,N,N
LUX,2013-2018,FALSE,INC,tot,1.5553005,2011,N,N
LUX,2014-2019,FALSE,INC,premium,-2.0205747,2011,N,N
LUX,2014-2019,FALSE,INC,tot,1.3389294,2011,N,N
LUX,2014-2019,FALSE,INC,b40,-.68164362,2017,N,N
LUX,2014-2019,FALSE,INC,b40,-.68164533,2011,N,N
LUX,2014-2019,FALSE,INC,m50,.5860129,2011,N,N
LUX,2014-2019,FALSE,INC,premium,-2.020571,2017,N,N
LUX,2014-2019,FALSE,INC,m50,.58601353,2017,N,N
LUX,2014-2019,FALSE,INC,tot,1.3389274,2017,N,N
LUX,2015-2020,FALSE,INC,m50,4.7230644,2011,N,N
LUX,2015-2020,FALSE,INC,tot,4.9008837,2011,N,N
LUX,2015-2020,FALSE,INC,b40,4.4852551,2017,N,N
LUX,2015-2020,FALSE,INC,premium,-.41562622,2017,N,N
LUX,2015-2020,FALSE,INC,tot,4.9008813,2017,N,N
LUX,2015-2020,FALSE,INC,premium,-.41562414,2011,N,N
LUX,2015-2020,FALSE,INC,m50,4.7230656,2017,N,N
LUX,2015-2020,FALSE,INC,b40,4.4852595,2011,N,N
LVA,2006-2011,FALSE,INC,tot,.10676914,2017,N,N
LVA,2006-2011,FALSE,INC,premium,-.10212543,2017,N,N
LVA,2006-2011,FALSE,INC,b40,.00464372,2017,N,N
LVA,2006-2011,FALSE,INC,tot,.10677131,2011,N,N
LVA,2006-2011,FALSE,INC,m50,.76382375,2011,N,N
LVA,2006-2011,FALSE,INC,m50,.76381802,2017,N,N
LVA,2006-2011,FALSE,INC,b40,.0046429,2011,N,N
LVA,2006-2011,FALSE,INC,premium,-.1021284,2011,N,N
LVA,2007-2012,FALSE,INC,tot,-4.5126214,2011,N,N
LVA,2007-2012,FALSE,INC,premium,1.2841187,2017,N,N
LVA,2007-2012,FALSE,INC,b40,-3.228502,2011,N,N
LVA,2007-2012,FALSE,INC,m50,-3.8238883,2011,N,N
LVA,2007-2012,FALSE,INC,premium,1.2841194,2011,N,N
LVA,2007-2012,FALSE,INC,m50,-3.823881,2017,N,N
LVA,2007-2012,FALSE,INC,b40,-3.228509,2017,N,N
LVA,2007-2012,FALSE,INC,tot,-4.5126278,2017,N,N
LVA,2009-2014,FALSE,INC,m50,3.5340791,2017,N,N
LVA,2009-2014,FALSE,INC,premium,.66440009,2017,N,N
LVA,2009-2014,FALSE,INC,premium,.66439486,2011,N,N
LVA,2009-2014,FALSE,INC,b40,4.4291077,2011,N,N
LVA,2009-2014,FALSE,INC,tot,3.7647163,2017,N,N
LVA,2009-2014,FALSE,INC,m50,3.5340753,2011,N,N
LVA,2009-2014,FALSE,INC,b40,4.4291164,2017,N,N
LVA,2009-2014,FALSE,INC,tot,3.7647128,2011,N,N
LVA,2010-2015,FALSE,INC,premium,1.0447316,2011,N,N
LVA,2010-2015,FALSE,INC,premium,1.0447377,2017,N,N
LVA,2010-2015,FALSE,INC,tot,6.4741159,2017,N,N
LVA,2010-2015,FALSE,INC,b40,7.5188532,2011,N,N
LVA,2010-2015,FALSE,INC,b40,7.5188536,2017,N,N
LVA,2010-2015,FALSE,INC,tot,6.4741216,2011,N,N
LVA,2010-2015,FALSE,INC,m50,5.4943319,2017,N,N
LVA,2010-2015,FALSE,INC,m50,5.4943452,2011,N,N
LVA,2012-2017,FALSE,INC,m50,8.2094135,2011,N,N
LVA,2012-2017,FALSE,INC,premium,-.32589149,2011,N,N
LVA,2012-2017,FALSE,INC,tot,8.2318897,2011,N,N
LVA,2012-2017,FALSE,INC,b40,7.9059982,2011,N,N
LVA,2012-2017,FALSE,INC,m50,8.2094032,2017,N,N
LVA,2012-2017,FALSE,INC,b40,7.906009,2017,N,N
LVA,2012-2017,FALSE,INC,tot,8.2318915,2017,N,N
LVA,2012-2017,FALSE,INC,premium,-.32588253,2017,N,N
LVA,2013-2018,FALSE,INC,tot,7.881237,2011,N,N
LVA,2013-2018,FALSE,INC,premium,.21575546,2011,N,N
LVA,2013-2018,FALSE,INC,m50,8.1944885,2011,N,N
LVA,2013-2018,FALSE,INC,b40,8.0969925,2011,N,N
LVA,2013-2018,FALSE,INC,tot,7.8812441,2017,N,N
LVA,2013-2018,FALSE,INC,premium,.21576671,2017,N,N
LVA,2013-2018,FALSE,INC,m50,8.1944802,2017,N,N
LVA,2013-2018,FALSE,INC,b40,8.0970108,2017,N,N
LVA,2014-2019,FALSE,INC,tot,6.7137579,2017,N,N
LVA,2014-2019,FALSE,INC,b40,7.1914458,2011,N,N
LVA,2014-2019,FALSE,INC,premium,.47769403,2011,N,N
LVA,2014-2019,FALSE,INC,m50,6.9629903,2011,N,N
LVA,2014-2019,FALSE,INC,b40,7.1914273,2017,N,N
LVA,2014-2019,FALSE,INC,premium,.47766939,2017,N,N
LVA,2014-2019,FALSE,INC,m50,6.9629874,2017,N,N
LVA,2014-2019,FALSE,INC,tot,6.7137518,2011,N,N
LVA,2015-2020,FALSE,INC,tot,6.7938361,2011,N,N
LVA,2015-2020,FALSE,INC,m50,6.4609013,2011,N,N
LVA,2015-2020,FALSE,INC,b40,5.9882436,2011,N,N
LVA,2015-2020,FALSE,INC,premium,-.8056008,2017,N,N
LVA,2015-2020,FALSE,INC,m50,6.4609053,2017,N,N
LVA,2015-2020,FALSE,INC,premium,-.80559254,2011,N,N
LVA,2015-2020,FALSE,INC,tot,6.7938386,2017,N,N
LVA,2015-2020,FALSE,INC,b40,5.9882378,2017,N,N
MDA,2006-2011,FALSE,CONS,tot,2.8932385,2017,N,N
MDA,2006-2011,FALSE,CONS,premium,2.7812474,2011,N,N
MDA,2006-2011,FALSE,CONS,b40,5.6744914,2011,N,N
MDA,2006-2011,FALSE,CONS,premium,2.7812511,2017,N,N
MDA,2006-2011,FALSE,CONS,b40,5.6744896,2017,N,N
MDA,2006-2011,FALSE,CONS,tot,2.893244,2011,N,N
MDA,2006-2011,FALSE,CONS,m50,3.8526194,2011,N,N
MDA,2006-2011,FALSE,CONS,m50,3.852619,2017,N,N
MDA,2008-2013,FALSE,CONS,premium,3.1811166,2011,N,N
MDA,2008-2013,FALSE,CONS,tot,1.7938119,2017,N,N
MDA,2008-2013,FALSE,CONS,m50,3.1342976,2011,N,N
MDA,2008-2013,FALSE,CONS,m50,3.1342975,2017,N,N
MDA,2008-2013,FALSE,CONS,tot,1.7938204,2011,N,N
MDA,2008-2013,FALSE,CONS,b40,4.974937,2011,N,N
MDA,2008-2013,FALSE,CONS,premium,3.1811211,2017,N,N
MDA,2008-2013,FALSE,CONS,b40,4.974933,2017,N,N
MDA,2009-2014,FALSE,CONS,m50,2.2586806,2011,N,N
MDA,2009-2014,FALSE,CONS,b40,4.8235006,2011,N,N
MDA,2009-2014,FALSE,CONS,tot,1.3115598,2011,N,N
MDA,2009-2014,FALSE,CONS,premium,3.5119408,2011,N,N
MDA,2009-2014,FALSE,CONS,premium,3.5119452,2017,N,N
MDA,2009-2014,FALSE,CONS,b40,4.8235033,2017,N,N
MDA,2009-2014,FALSE,CONS,tot,1.311558,2017,N,N
MDA,2009-2014,FALSE,CONS,m50,2.2586797,2017,N,N
MDA,2010-2015,FALSE,CONS,b40,4.1325097,2017,N,N
MDA,2010-2015,FALSE,CONS,tot,1.5329443,2011,N,N
MDA,2010-2015,FALSE,CONS,tot,1.5329536,2017,N,N
MDA,2010-2015,FALSE,CONS,premium,2.5995561,2017,N,N
MDA,2010-2015,FALSE,CONS,premium,2.5995649,2011,N,N
MDA,2010-2015,FALSE,CONS,m50,2.5186601,2017,N,N
MDA,2010-2015,FALSE,CONS,b40,4.1325092,2011,N,N
MDA,2010-2015,FALSE,CONS,m50,2.5186653,2011,N,N
MDA,2011-2016,FALSE,CONS,m50,1.0197972,2011,N,N
MDA,2011-2016,FALSE,CONS,premium,2.4051932,2011,N,N
MDA,2011-2016,FALSE,CONS,m50,1.0197992,2017,N,N
MDA,2011-2016,FALSE,CONS,b40,2.8243823,2011,N,N
MDA,2011-2016,FALSE,CONS,b40,2.8243829,2017,N,N
MDA,2011-2016,FALSE,CONS,tot,.4192027,2017,N,N
MDA,2011-2016,FALSE,CONS,tot,.41918916,2011,N,N
MDA,2011-2016,FALSE,CONS,premium,2.4051802,2017,N,N
MDA,2012-2017,FALSE,CONS,premium,1.6357744,2017,N,N
MDA,2012-2017,FALSE,CONS,premium,1.6357805,2011,N,N
MDA,2012-2017,FALSE,CONS,m50,1.4241716,2011,N,N
MDA,2012-2017,FALSE,CONS,m50,1.4241659,2017,N,N
MDA,2012-2017,FALSE,CONS,tot,.97062096,2017,N,N
MDA,2012-2017,FALSE,CONS,b40,2.6063954,2017,N,N
MDA,2012-2017,FALSE,CONS,tot,.9706167,2011,N,N
MDA,2012-2017,FALSE,CONS,b40,2.6063972,2011,N,N
MDA,2013-2018,FALSE,CONS,b40,1.8968809,2011,N,N
MDA,2013-2018,FALSE,CONS,m50,.62348757,2017,N,N
MDA,2013-2018,FALSE,CONS,tot,.32212245,2011,N,N
MDA,2013-2018,FALSE,CONS,b40,1.8968841,2017,N,N
MDA,2013-2018,FALSE,CONS,m50,.62347794,2011,N,N
MDA,2013-2018,FALSE,CONS,premium,1.5747584,2011,N,N
MDA,2013-2018,FALSE,CONS,tot,.3221324,2017,N,N
MDA,2013-2018,FALSE,CONS,premium,1.5747517,2017,N,N
MDA,2014-2019,FALSE,CONS,m50,1.238657,2011,N,N
MDA,2014-2019,FALSE,CONS,m50,1.2386666,2017,N,N
MDA,2014-2019,FALSE,CONS,premium,.52597095,2017,N,N
MDA,2014-2019,FALSE,CONS,tot,1.1812102,2011,N,N
MDA,2014-2019,FALSE,CONS,b40,1.7071931,2011,N,N
MDA,2014-2019,FALSE,CONS,premium,.52598298,2011,N,N
MDA,2014-2019,FALSE,CONS,tot,1.18122,2017,N,N
MDA,2014-2019,FALSE,CONS,b40,1.7071909,2017,N,N
MDA,2016-2021,FALSE,CONS,tot,1.1212588,2017,N,N
MDA,2016-2021,FALSE,CONS,b40,1.3020019,2017,N,N
MDA,2016-2021,FALSE,CONS,b40,1.3020036,2011,N,N
MDA,2016-2021,FALSE,CONS,m50,1.3053846,2011,N,N
MDA,2016-2021,FALSE,CONS,premium,.18073964,2011,N,N
MDA,2016-2021,FALSE,CONS,premium,.18074306,2017,N,N
MDA,2016-2021,FALSE,CONS,m50,1.3053852,2017,N,N
MDA,2016-2021,FALSE,CONS,tot,1.121264,2011,N,N
MDG,2005-2010,FALSE,CONS,tot,-2.7459977,2011,N,N
MDG,2005-2010,FALSE,CONS,tot,-2.7459894,2017,N,N
MDG,2005-2010,FALSE,CONS,premium,-1.3871689,2017,N,N
MDG,2005-2010,FALSE,CONS,b40,-4.1331553,2011,N,N
MDG,2005-2010,FALSE,CONS,m50,-3.4382361,2017,N,N
MDG,2005-2010,FALSE,CONS,m50,-3.4382143,2011,N,N
MDG,2005-2010,FALSE,CONS,b40,-4.1331582,2017,N,N
MDG,2005-2010,FALSE,CONS,premium,-1.3871577,2011,N,N
MDG,2010-2012,FALSE,CONS,premium,-1.1911745,2011,N,N
MDG,2010-2012,FALSE,CONS,m50,-2.0176125,2011,N,N
MDG,2010-2012,FALSE,CONS,tot,-2.2716578,2017,N,N
MDG,2010-2012,FALSE,CONS,m50,-2.0175863,2017,N,N
MDG,2010-2012,FALSE,CONS,b40,-3.4627989,2017,N,N
MDG,2010-2012,FALSE,CONS,tot,-2.2716296,2011,N,N
