xyzdmxyzcountry,xyzdmxyzyearrange,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzdistribution,xyzdpxyzsi_spr_pcap_zg,xyzdcxyzpppyear,xyzdmxyzcoverage,survey_coverage
BLR,2014-2019,FALSE,CONS,premium,.88717104,2017,N,N
BLR,2014-2019,FALSE,CONS,tot,.22543982,2017,N,N
BLR,2014-2019,FALSE,CONS,m50,.58783875,2017,N,N
BLR,2014-2019,FALSE,CONS,m50,.58784324,2011,N,N
BLR,2015-2020,FALSE,CONS,m50,2.508377,2017,N,N
BLR,2015-2020,FALSE,CONS,premium,.71937625,2017,N,N
BLR,2015-2020,FALSE,CONS,b40,3.3172846,2011,N,N
BLR,2015-2020,FALSE,CONS,b40,3.3172705,2017,N,N
BLR,2015-2020,FALSE,CONS,tot,2.5978943,2017,N,N
BLR,2015-2020,FALSE,CONS,m50,2.5083749,2011,N,N
BLR,2015-2020,FALSE,CONS,premium,.71938753,2011,N,N
BLR,2015-2020,FALSE,CONS,tot,2.5978971,2011,N,N
BOL,2006-2011,FALSE,INC,premium,8.5666652,2017,N,N
BOL,2006-2011,FALSE,INC,b40,12.506833,2017,N,N
BOL,2006-2011,FALSE,INC,m50,9.2198937,2017,N,N
BOL,2006-2011,FALSE,INC,premium,8.5666642,2011,N,N
BOL,2006-2011,FALSE,INC,m50,9.2198982,2011,N,N
BOL,2006-2011,FALSE,INC,tot,3.9401727,2011,N,N
BOL,2006-2011,FALSE,INC,tot,3.9401677,2017,N,N
BOL,2006-2011,FALSE,INC,b40,12.506837,2011,N,N
BOL,2007-2012,FALSE,INC,tot,4.5044511,2017,N,N
BOL,2007-2012,FALSE,INC,m50,8.841713,2011,N,N
BOL,2007-2012,FALSE,INC,premium,5.3653769,2011,N,N
BOL,2007-2012,FALSE,INC,tot,4.504458,2011,N,N
BOL,2007-2012,FALSE,INC,premium,5.3653827,2017,N,N
BOL,2007-2012,FALSE,INC,b40,9.8698349,2011,N,N
BOL,2007-2012,FALSE,INC,b40,9.8698338,2017,N,N
BOL,2007-2012,FALSE,INC,m50,8.8417217,2017,N,N
BOL,2009-2014,FALSE,INC,b40,6.024394,2011,N,N
BOL,2009-2014,FALSE,INC,premium,1.5213146,2011,N,N
BOL,2009-2014,FALSE,INC,m50,4.4893929,2017,N,N
BOL,2009-2014,FALSE,INC,b40,6.0243887,2017,N,N
BOL,2009-2014,FALSE,INC,tot,4.5030794,2011,N,N
BOL,2009-2014,FALSE,INC,tot,4.5030841,2017,N,N
BOL,2009-2014,FALSE,INC,premium,1.5213046,2017,N,N
BOL,2009-2014,FALSE,INC,m50,4.4893966,2011,N,N
BOL,2011-2016,FALSE,INC,tot,.82747465,2011,N,N
BOL,2011-2016,FALSE,INC,premium,.11171873,2017,N,N
BOL,2011-2016,FALSE,INC,tot,.82747314,2017,N,N
BOL,2011-2016,FALSE,INC,b40,.93919146,2011,N,N
BOL,2011-2016,FALSE,INC,m50,1.4192425,2011,N,N
BOL,2011-2016,FALSE,INC,b40,.93919186,2017,N,N
BOL,2011-2016,FALSE,INC,premium,.11171681,2011,N,N
BOL,2011-2016,FALSE,INC,m50,1.4192417,2017,N,N
BOL,2012-2017,FALSE,INC,premium,1.3550335,2011,N,N
BOL,2012-2017,FALSE,INC,tot,.56733161,2011,N,N
BOL,2012-2017,FALSE,INC,b40,1.9223651,2011,N,N
BOL,2012-2017,FALSE,INC,m50,1.1268348,2011,N,N
BOL,2012-2017,FALSE,INC,b40,1.9223655,2017,N,N
BOL,2012-2017,FALSE,INC,tot,.56732629,2017,N,N
BOL,2012-2017,FALSE,INC,premium,1.3550392,2017,N,N
BOL,2012-2017,FALSE,INC,m50,1.1268211,2017,N,N
BOL,2013-2018,FALSE,INC,b40,1.4140972,2011,N,N
BOL,2013-2018,FALSE,INC,b40,1.414101,2017,N,N
BOL,2013-2018,FALSE,INC,premium,3.135801,2011,N,N
BOL,2013-2018,FALSE,INC,premium,3.1358033,2017,N,N
BOL,2013-2018,FALSE,INC,m50,-.22448573,2017,N,N
BOL,2013-2018,FALSE,INC,tot,-1.7217038,2011,N,N
BOL,2013-2018,FALSE,INC,tot,-1.7217024,2017,N,N
BOL,2013-2018,FALSE,INC,m50,-.22448497,2011,N,N
BOL,2014-2019,FALSE,INC,m50,.71241623,2011,N,N
BOL,2014-2019,FALSE,INC,premium,4.0344294,2011,N,N
BOL,2014-2019,FALSE,INC,m50,.71241592,2017,N,N
BOL,2014-2019,FALSE,INC,premium,4.0344364,2017,N,N
BOL,2014-2019,FALSE,INC,b40,3.0900511,2017,N,N
BOL,2014-2019,FALSE,INC,tot,-.9443813,2011,N,N
BOL,2014-2019,FALSE,INC,tot,-.94438536,2017,N,N
BOL,2014-2019,FALSE,INC,b40,3.0900481,2011,N,N
BOL,2015-2020,FALSE,INC,m50,.04966661,2011,N,N
BOL,2015-2020,FALSE,INC,premium,2.3708827,2017,N,N
BOL,2015-2020,FALSE,INC,tot,-.22954901,2011,N,N
BOL,2015-2020,FALSE,INC,tot,-.22954924,2017,N,N
BOL,2015-2020,FALSE,INC,b40,2.1413335,2017,N,N
BOL,2015-2020,FALSE,INC,m50,.04966457,2017,N,N
BOL,2015-2020,FALSE,INC,premium,2.370885,2011,N,N
BOL,2015-2020,FALSE,INC,b40,2.141336,2011,N,N
BOL,2016-2021,FALSE,INC,premium,3.7281454,2011,N,N
BOL,2016-2021,FALSE,INC,b40,4.4227405,2017,N,N
BOL,2016-2021,FALSE,INC,m50,1.5567146,2017,N,N
BOL,2016-2021,FALSE,INC,m50,1.5567014,2011,N,N
BOL,2016-2021,FALSE,INC,tot,.69459071,2017,N,N
BOL,2016-2021,FALSE,INC,premium,3.7281498,2017,N,N
BOL,2016-2021,FALSE,INC,tot,.6945951,2011,N,N
BOL,2016-2021,FALSE,INC,b40,4.4227405,2011,N,N
BRA,2006-2011,FALSE,INC,tot,3.866714,2011,N,N
BRA,2006-2011,FALSE,INC,b40,5.993125,2011,N,N
BRA,2006-2011,FALSE,INC,m50,5.6784029,2011,N,N
BRA,2006-2011,FALSE,INC,premium,2.126411,2011,N,N
BRA,2006-2011,FALSE,INC,b40,5.9931215,2017,N,N
BRA,2006-2011,FALSE,INC,tot,3.8667229,2017,N,N
BRA,2006-2011,FALSE,INC,premium,2.1263986,2017,N,N
BRA,2006-2011,FALSE,INC,m50,5.6784125,2017,N,N
BRA,2012-2015,FALSE,INC,b40,2.7977524,2011,N,N
BRA,2012-2015,FALSE,INC,m50,1.9865315,2011,N,N
BRA,2012-2015,FALSE,INC,premium,1.7265667,2011,N,N
BRA,2012-2015,FALSE,INC,tot,1.071178,2017,N,N
BRA,2012-2015,FALSE,INC,premium,1.7265731,2017,N,N
BRA,2012-2015,FALSE,INC,b40,2.7977511,2017,N,N
BRA,2012-2015,FALSE,INC,tot,1.0711857,2011,N,N
BRA,2012-2015,FALSE,INC,m50,1.9865287,2017,N,N
BRA,2013-2018,FALSE,INC,b40,-.71639305,2011,N,N
BRA,2013-2018,FALSE,INC,premium,-1.1788172,2017,N,N
BRA,2013-2018,FALSE,INC,tot,.46242958,2011,N,N
BRA,2013-2018,FALSE,INC,tot,.46242377,2017,N,N
BRA,2013-2018,FALSE,INC,m50,.15973181,2011,N,N
BRA,2013-2018,FALSE,INC,m50,.15972913,2017,N,N
BRA,2013-2018,FALSE,INC,premium,-1.1788226,2011,N,N
BRA,2013-2018,FALSE,INC,b40,-.71639338,2017,N,N
BRA,2014-2019,FALSE,INC,premium,-1.5377711,2017,N,N
BRA,2014-2019,FALSE,INC,b40,-1.404299,2011,N,N
BRA,2014-2019,FALSE,INC,b40,-1.4043005,2017,N,N
BRA,2014-2019,FALSE,INC,premium,-1.5377676,2011,N,N
BRA,2014-2019,FALSE,INC,tot,.13346858,2011,N,N
BRA,2014-2019,FALSE,INC,m50,.11114285,2011,N,N
BRA,2014-2019,FALSE,INC,m50,.11115761,2017,N,N
BRA,2014-2019,FALSE,INC,tot,.13347062,2017,N,N
BRA,2016-2021,FALSE,INC,premium,.32826261,2017,N,N
BRA,2016-2021,FALSE,INC,m50,-.90693207,2017,N,N
BRA,2016-2021,FALSE,INC,b40,-.84757823,2011,N,N
BRA,2016-2021,FALSE,INC,premium,.32827574,2011,N,N
BRA,2016-2021,FALSE,INC,m50,-.90694463,2011,N,N
BRA,2016-2021,FALSE,INC,tot,-1.175854,2011,N,N
BRA,2016-2021,FALSE,INC,b40,-.84757561,2017,N,N
BRA,2016-2021,FALSE,INC,tot,-1.1758382,2017,N,N
BTN,2007-2012,FALSE,CONS,m50,6.0270149,2017,N,N
BTN,2007-2012,FALSE,CONS,premium,.06047297,2011,N,N
BTN,2007-2012,FALSE,CONS,tot,6.4680452,2011,N,N
BTN,2007-2012,FALSE,CONS,b40,6.5285182,2011,N,N
BTN,2007-2012,FALSE,CONS,tot,6.4680433,2017,N,N
BTN,2007-2012,FALSE,CONS,premium,.06047422,2017,N,N
BTN,2007-2012,FALSE,CONS,b40,6.5285175,2017,N,N
BTN,2007-2012,FALSE,CONS,m50,6.0270143,2011,N,N
BTN,2012-2017,FALSE,CONS,tot,1.6744125,2011,N,N
BTN,2012-2017,FALSE,CONS,m50,2.2663758,2011,N,N
BTN,2012-2017,FALSE,CONS,m50,2.2663766,2017,N,N
BTN,2012-2017,FALSE,CONS,b40,1.6263267,2017,N,N
BTN,2012-2017,FALSE,CONS,b40,1.6263241,2011,N,N
BTN,2012-2017,FALSE,CONS,premium,-.0480794,2017,N,N
BTN,2012-2017,FALSE,CONS,tot,1.6744061,2017,N,N
BTN,2012-2017,FALSE,CONS,premium,-.04808843,2011,N,N
BWA,2002-2009,FALSE,CONS,m50,5.157415,2017,N,N
BWA,2002-2009,FALSE,CONS,tot,2.1260056,2011,N,N
BWA,2002-2009,FALSE,CONS,m50,5.1574187,2011,N,N
BWA,2002-2009,FALSE,CONS,b40,5.4547486,2017,N,N
BWA,2002-2009,FALSE,CONS,premium,3.3287384,2017,N,N
BWA,2002-2009,FALSE,CONS,b40,5.4547486,2011,N,N
BWA,2002-2009,FALSE,CONS,premium,3.328743,2011,N,N
BWA,2002-2009,FALSE,CONS,tot,2.1260102,2017,N,N
BWA,2009-2015,FALSE,CONS,b40,.41980293,2011,N,N
BWA,2009-2015,FALSE,CONS,tot,-3.3023336,2011,N,N
BWA,2009-2015,FALSE,CONS,premium,3.7221365,2011,N,N
BWA,2009-2015,FALSE,CONS,tot,-3.3023376,2017,N,N
BWA,2009-2015,FALSE,CONS,m50,-.94973628,2017,N,N
BWA,2009-2015,FALSE,CONS,m50,-.94973791,2011,N,N
BWA,2009-2015,FALSE,CONS,premium,3.7221399,2017,N,N
BWA,2009-2015,FALSE,CONS,b40,.4198023,2017,N,N
CAN,2010-2013,FALSE,INC,tot,1.1701503,2011,N,N
CAN,2010-2013,FALSE,INC,m50,1.6515312,2017,N,N
CAN,2010-2013,FALSE,INC,b40,.32620256,2017,N,N
CAN,2010-2013,FALSE,INC,b40,.32619748,2011,N,N
CAN,2010-2013,FALSE,INC,m50,1.651531,2011,N,N
CAN,2010-2013,FALSE,INC,premium,-.8439528,2011,N,N
CAN,2010-2013,FALSE,INC,premium,-.84395079,2017,N,N
CAN,2010-2013,FALSE,INC,tot,1.1701533,2017,N,N
CAN,2012-2017,FALSE,INC,b40,1.4347317,2011,N,N
CAN,2012-2017,FALSE,INC,b40,1.4347315,2017,N,N
CAN,2012-2017,FALSE,INC,tot,1.1742565,2017,N,N
CAN,2012-2017,FALSE,INC,tot,1.1742551,2011,N,N
CAN,2012-2017,FALSE,INC,premium,.26047502,2017,N,N
CAN,2012-2017,FALSE,INC,m50,1.0616428,2011,N,N
CAN,2012-2017,FALSE,INC,premium,.26047659,2011,N,N
CAN,2012-2017,FALSE,INC,m50,1.0616407,2017,N,N
CAN,2013-2018,FALSE,INC,m50,.78824413,2011,N,N
CAN,2013-2018,FALSE,INC,premium,.97654951,2017,N,N
CAN,2013-2018,FALSE,INC,b40,1.8405356,2017,N,N
CAN,2013-2018,FALSE,INC,m50,.78824574,2017,N,N
CAN,2013-2018,FALSE,INC,tot,.86399001,2011,N,N
CAN,2013-2018,FALSE,INC,b40,1.8405366,2011,N,N
CAN,2013-2018,FALSE,INC,tot,.86398609,2017,N,N
CAN,2013-2018,FALSE,INC,premium,.97654659,2011,N,N
CAN,2014-2019,FALSE,INC,tot,.77534811,2011,N,N
CAN,2014-2019,FALSE,INC,premium,.8342576,2017,N,N
CAN,2014-2019,FALSE,INC,b40,1.6096058,2017,N,N
CAN,2014-2019,FALSE,INC,m50,.91204384,2017,N,N
CAN,2014-2019,FALSE,INC,m50,.91204287,2011,N,N
CAN,2014-2019,FALSE,INC,tot,.77534817,2017,N,N
CAN,2014-2019,FALSE,INC,b40,1.6096051,2011,N,N
CAN,2014-2019,FALSE,INC,premium,.83425698,2011,N,N
CHE,2007-2012,FALSE,INC,b40,2.4358871,2011,N,N
CHE,2007-2012,FALSE,INC,m50,1.3729856,2011,N,N
CHE,2007-2012,FALSE,INC,b40,2.4358834,2017,N,N
CHE,2007-2012,FALSE,INC,tot,.94101137,2011,N,N
CHE,2007-2012,FALSE,INC,premium,1.4948704,2017,N,N
CHE,2007-2012,FALSE,INC,m50,1.3729868,2017,N,N
CHE,2007-2012,FALSE,INC,tot,.94101306,2017,N,N
CHE,2007-2012,FALSE,INC,premium,1.4948757,2011,N,N
CHE,2008-2013,FALSE,INC,m50,.84643662,2011,N,N
CHE,2008-2013,FALSE,INC,b40,1.5335997,2017,N,N
CHE,2008-2013,FALSE,INC,premium,.85642934,2011,N,N
CHE,2008-2013,FALSE,INC,premium,.85643129,2017,N,N
CHE,2008-2013,FALSE,INC,tot,.6771692,2011,N,N
CHE,2008-2013,FALSE,INC,tot,.67716839,2017,N,N
CHE,2008-2013,FALSE,INC,m50,.84643598,2017,N,N
CHE,2008-2013,FALSE,INC,b40,1.5335985,2011,N,N
CHE,2009-2014,FALSE,INC,tot,.99385589,2011,N,N
CHE,2009-2014,FALSE,INC,m50,1.059371,2011,N,N
CHE,2009-2014,FALSE,INC,b40,1.223371,2011,N,N
CHE,2009-2014,FALSE,INC,premium,.22950805,2017,N,N
CHE,2009-2014,FALSE,INC,premium,.22951514,2011,N,N
CHE,2009-2014,FALSE,INC,m50,1.059369,2017,N,N
CHE,2009-2014,FALSE,INC,b40,1.2233655,2017,N,N
CHE,2009-2014,FALSE,INC,tot,.99385747,2017,N,N
CHE,2010-2015,FALSE,INC,premium,.1408034,2011,N,N
CHE,2010-2015,FALSE,INC,m50,.84462881,2011,N,N
CHE,2010-2015,FALSE,INC,m50,.84462671,2017,N,N
CHE,2010-2015,FALSE,INC,b40,.98105874,2017,N,N
CHE,2010-2015,FALSE,INC,tot,.84025213,2017,N,N
CHE,2010-2015,FALSE,INC,premium,.14080661,2017,N,N
CHE,2010-2015,FALSE,INC,tot,.84025264,2011,N,N
CHE,2010-2015,FALSE,INC,b40,.98105603,2011,N,N
CHE,2012-2017,FALSE,INC,m50,.30824223,2011,N,N
CHE,2012-2017,FALSE,INC,tot,.33524659,2017,N,N
CHE,2012-2017,FALSE,INC,premium,-.59447065,2011,N,N
CHE,2012-2017,FALSE,INC,m50,.30824058,2017,N,N
CHE,2012-2017,FALSE,INC,b40,-.25921894,2017,N,N
CHE,2012-2017,FALSE,INC,tot,.33524841,2011,N,N
CHE,2012-2017,FALSE,INC,b40,-.25922224,2011,N,N
CHE,2012-2017,FALSE,INC,premium,-.59446554,2017,N,N
CHE,2013-2018,FALSE,INC,m50,.21667652,2011,N,N
CHE,2013-2018,FALSE,INC,b40,-.33891514,2017,N,N
CHE,2013-2018,FALSE,INC,premium,-.42287211,2017,N,N
CHE,2013-2018,FALSE,INC,tot,.08395743,2011,N,N
CHE,2013-2018,FALSE,INC,m50,.21667436,2017,N,N
CHE,2013-2018,FALSE,INC,b40,-.3389141,2011,N,N
CHE,2013-2018,FALSE,INC,tot,.08395697,2017,N,N
CHE,2013-2018,FALSE,INC,premium,-.42287153,2011,N,N
CHL,2006-2011,FALSE,INC,premium,1.0543089,2011,N,N
CHL,2006-2011,FALSE,INC,tot,2.9470072,2011,N,N
CHL,2006-2011,FALSE,INC,m50,3.1222112,2017,N,N
CHL,2006-2011,FALSE,INC,premium,1.0543117,2017,N,N
CHL,2006-2011,FALSE,INC,m50,3.1222305,2011,N,N
CHL,2006-2011,FALSE,INC,b40,4.0013147,2017,N,N
CHL,2006-2011,FALSE,INC,b40,4.0013161,2011,N,N
CHL,2006-2011,FALSE,INC,tot,2.947003,2017,N,N
CHL,2009-2013,FALSE,INC,premium,1.052782,2017,N,N
CHL,2009-2015,FALSE,INC,b40,6.6683149,2011,N,N
CHL,2009-2015,FALSE,INC,m50,5.9769006,2011,N,N
CHL,2009-2013,FALSE,INC,b40,7.8350481,2017,N,N
CHL,2009-2013,FALSE,INC,tot,6.7822662,2017,N,N
CHL,2009-2013,FALSE,INC,b40,7.8350477,2011,N,N
CHL,2009-2013,FALSE,INC,m50,7.0871444,2011,N,N
CHL,2009-2013,FALSE,INC,m50,7.087146,2017,N,N
CHL,2009-2015,FALSE,INC,tot,5.2699662,2017,N,N
CHL,2009-2015,FALSE,INC,m50,5.976902,2017,N,N
CHL,2009-2013,FALSE,INC,tot,6.7822647,2011,N,N
CHL,2009-2015,FALSE,INC,b40,6.6683162,2017,N,N
CHL,2009-2015,FALSE,INC,premium,1.39835,2017,N,N
CHL,2009-2015,FALSE,INC,tot,5.2699704,2011,N,N
CHL,2009-2013,FALSE,INC,premium,1.052783,2011,N,N
CHL,2009-2015,FALSE,INC,premium,1.3983445,2011,N,N
CHL,2013-2017,FALSE,INC,premium,1.0877752,2011,N,N
CHL,2013-2017,FALSE,INC,b40,4.921905,2017,N,N
CHL,2013-2017,FALSE,INC,tot,3.8341257,2017,N,N
CHL,2013-2017,FALSE,INC,m50,4.671309,2011,N,N
CHL,2013-2017,FALSE,INC,tot,3.8341293,2011,N,N
CHL,2013-2017,FALSE,INC,m50,4.6713065,2017,N,N
CHL,2013-2017,FALSE,INC,b40,4.9219046,2011,N,N
CHL,2013-2017,FALSE,INC,premium,1.0877792,2017,N,N
CHL,2015-2020,FALSE,INC,b40,1.9209954,2011,N,N
CHL,2015-2020,FALSE,INC,premium,-.58100832,2011,N,N
CHL,2015-2020,FALSE,INC,b40,1.9209959,2017,N,N
CHL,2015-2020,FALSE,INC,m50,2.2996414,2011,N,N
CHL,2015-2020,FALSE,INC,tot,2.5020067,2017,N,N
CHL,2015-2020,FALSE,INC,premium,-.5810108,2017,N,N
CHL,2015-2020,FALSE,INC,m50,2.299646,2017,N,N
CHL,2015-2020,FALSE,INC,tot,2.5020037,2011,N,N
CHN,2013-2016,FALSE,CONS,m50,7.8560569,2011,N,N
CHN,2013-2016,FALSE,CONS,b40,8.3776308,2011,N,N
CHN,2013-2015,FALSE,CONS,m50,8.5435771,2011,N,N
CHN,2013-2016,FALSE,CONS,premium,1.2562023,2017,N,N
CHN,2013-2015,FALSE,CONS,tot,7.3879944,2011,N,N
CHN,2013-2015,FALSE,CONS,premium,1.658133,2017,N,N
CHN,2013-2016,FALSE,CONS,m50,7.8560555,2017,N,N
CHN,2013-2016,FALSE,CONS,b40,8.3776312,2017,N,N
CHN,2013-2015,FALSE,CONS,b40,9.0461297,2017,N,N
CHN,2013-2015,FALSE,CONS,premium,1.6581326,2011,N,N
CHN,2013-2016,FALSE,CONS,premium,1.2562021,2011,N,N
CHN,2013-2016,FALSE,CONS,tot,7.1214287,2011,N,N
CHN,2013-2016,FALSE,CONS,tot,7.1214289,2017,N,N
CHN,2013-2015,FALSE,CONS,m50,8.5127536,2017,N,N
CHN,2013-2015,FALSE,CONS,b40,9.0461269,2011,N,N
CHN,2013-2015,FALSE,CONS,tot,7.3879967,2017,N,N
CHN,2014-2019,FALSE,CONS,premium,.91763223,2017,N,N
CHN,2014-2019,FALSE,CONS,b40,7.1952102,2011,N,N
CHN,2014-2019,FALSE,CONS,premium,.91763218,2011,N,N
CHN,2014-2019,FALSE,CONS,b40,7.1952102,2017,N,N
CHN,2014-2019,FALSE,CONS,tot,6.277578,2011,N,N
CHN,2014-2019,FALSE,CONS,m50,6.3305031,2017,N,N
CHN,2014-2019,FALSE,CONS,tot,6.277578,2017,N,N
CHN,2014-2019,FALSE,CONS,m50,6.3304326,2011,N,N
CHN,2015-2020,FALSE,CONS,tot,4.0101069,2011,N,N
CHN,2015-2020,FALSE,CONS,premium,1.4132749,2011,N,N
CHN,2015-2020,FALSE,CONS,premium,1.4132749,2017,N,N
CHN,2015-2020,FALSE,CONS,b40,5.4233819,2011,N,N
CHN,2015-2020,FALSE,CONS,m50,4.0943875,2017,N,N
CHN,2015-2020,FALSE,CONS,tot,4.0101062,2017,N,N
CHN,2015-2020,FALSE,CONS,m50,4.0833453,2011,N,N
CHN,2015-2020,FALSE,CONS,b40,5.4233811,2017,N,N
CIV,2008-2015,FALSE,CONS,b40,.73862582,2011,N,N
CIV,2008-2015,FALSE,CONS,tot,-.22430118,2017,N,N
CIV,2008-2015,FALSE,CONS,b40,.73862407,2017,N,N
CIV,2008-2015,FALSE,CONS,tot,-.22430012,2011,N,N
CIV,2008-2015,FALSE,CONS,m50,.04523212,2017,N,N
CIV,2008-2015,FALSE,CONS,premium,.96292594,2011,N,N
CIV,2008-2015,FALSE,CONS,m50,.04522764,2011,N,N
CIV,2008-2015,FALSE,CONS,premium,.96292526,2017,N,N
CMR,2007-2014,FALSE,CONS,premium,-2.4266491,2011,N,N
CMR,2007-2014,FALSE,CONS,m50,3.5118017,2011,N,N
CMR,2007-2014,FALSE,CONS,m50,3.5118011,2017,N,N
CMR,2007-2014,FALSE,CONS,b40,1.4113161,2017,N,N
CMR,2007-2014,FALSE,CONS,premium,-2.4266495,2017,N,N
CMR,2007-2014,FALSE,CONS,b40,1.4113135,2011,N,N
CMR,2007-2014,FALSE,CONS,tot,3.8379656,2017,N,N
CMR,2007-2014,FALSE,CONS,tot,3.8379626,2011,N,N
COD,2004-2012,FALSE,CONS,premium,-.05153942,2011,N,N
COD,2004-2012,FALSE,CONS,tot,9.8320837,2011,N,N
COD,2004-2012,FALSE,CONS,m50,10.029553,2011,N,N
COD,2004-2012,FALSE,CONS,m50,10.029556,2017,N,N
COD,2004-2012,FALSE,CONS,b40,9.7805443,2011,N,N
COD,2004-2012,FALSE,CONS,b40,9.7805418,2017,N,N
COD,2004-2012,FALSE,CONS,tot,9.8320742,2017,N,N
COD,2004-2012,FALSE,CONS,premium,-.05153232,2017,N,N
COG,2005-2011,FALSE,CONS,b40,3.347152,2011,N,N
COG,2005-2011,FALSE,CONS,tot,4.653708,2017,N,N
COG,2005-2011,FALSE,CONS,m50,4.9181401,2017,N,N
COG,2005-2011,FALSE,CONS,b40,3.347158,2017,N,N
COG,2005-2011,FALSE,CONS,premium,-1.3065598,2011,N,N
COG,2005-2011,FALSE,CONS,premium,-1.30655,2017,N,N
COG,2005-2011,FALSE,CONS,tot,4.6537118,2011,N,N
COG,2005-2011,FALSE,CONS,m50,4.9181404,2011,N,N
COL,2008-2011,FALSE,INC,m50,5.0643309,2017,N,N
COL,2008-2012,FALSE,INC,m50,4.9064589,2011,N,N
COL,2008-2012,FALSE,INC,premium,2.7637777,2017,N,N
COL,2008-2012,FALSE,INC,b40,6.23282,2011,N,N
COL,2008-2011,FALSE,INC,b40,7.2921417,2017,N,N
COL,2008-2011,FALSE,INC,b40,7.2921453,2011,N,N
COL,2008-2012,FALSE,INC,tot,3.4690381,2017,N,N
COL,2008-2011,FALSE,INC,tot,4.1690288,2017,N,N
COL,2008-2012,FALSE,INC,premium,2.7637701,2011,N,N
COL,2008-2011,FALSE,INC,tot,4.1690407,2011,N,N
COL,2008-2011,FALSE,INC,premium,3.1231046,2011,N,N
COL,2008-2012,FALSE,INC,tot,3.4690499,2011,N,N
COL,2008-2012,FALSE,INC,b40,6.2328158,2017,N,N
COL,2008-2012,FALSE,INC,m50,4.9064556,2017,N,N
COL,2008-2011,FALSE,INC,m50,5.0643339,2011,N,N
COL,2008-2011,FALSE,INC,premium,3.1231128,2017,N,N
COL,2009-2014,FALSE,INC,b40,5.9520369,2011,N,N
COL,2009-2014,FALSE,INC,b40,5.9520364,2017,N,N
COL,2009-2014,FALSE,INC,tot,4.5534213,2017,N,N
COL,2009-2014,FALSE,INC,m50,5.4732121,2017,N,N
COL,2009-2014,FALSE,INC,premium,1.3986151,2017,N,N
COL,2009-2014,FALSE,INC,tot,4.5534158,2011,N,N
COL,2009-2014,FALSE,INC,m50,5.4732094,2011,N,N
COL,2009-2014,FALSE,INC,premium,1.3986211,2011,N,N
COL,2010-2015,FALSE,INC,premium,2.5223093,2011,N,N
COL,2010-2015,FALSE,INC,m50,4.4608231,2011,N,N
COL,2010-2015,FALSE,INC,b40,5.043499,2011,N,N
COL,2010-2015,FALSE,INC,tot,2.5211897,2011,N,N
COL,2010-2015,FALSE,INC,b40,5.043494,2017,N,N
COL,2010-2015,FALSE,INC,m50,4.4608212,2017,N,N
COL,2010-2015,FALSE,INC,premium,2.5223163,2017,N,N
COL,2010-2015,FALSE,INC,tot,2.5211777,2017,N,N
COL,2011-2016,FALSE,INC,b40,3.5359378,2017,N,N
COL,2011-2016,FALSE,INC,m50,3.1026808,2017,N,N
COL,2011-2016,FALSE,INC,m50,3.102679,2011,N,N
COL,2011-2016,FALSE,INC,tot,1.4678049,2011,N,N
COL,2011-2016,FALSE,INC,b40,3.5359333,2011,N,N
COL,2011-2016,FALSE,INC,premium,2.0681245,2017,N,N
COL,2011-2016,FALSE,INC,tot,1.4678133,2017,N,N
COL,2011-2016,FALSE,INC,premium,2.0681283,2011,N,N
COL,2012-2017,FALSE,INC,b40,3.3682876,2017,N,N
COL,2012-2017,FALSE,INC,m50,2.3470188,2017,N,N
COL,2012-2017,FALSE,INC,m50,2.3470173,2011,N,N
COL,2012-2017,FALSE,INC,premium,2.3336216,2017,N,N
COL,2012-2017,FALSE,INC,tot,1.0346653,2011,N,N
COL,2012-2017,FALSE,INC,premium,2.3336189,2011,N,N
COL,2012-2017,FALSE,INC,b40,3.3682842,2011,N,N
COL,2012-2017,FALSE,INC,tot,1.0346659,2017,N,N
COL,2013-2018,FALSE,INC,m50,1.3264226,2017,N,N
COL,2013-2018,FALSE,INC,b40,2.187347,2017,N,N
COL,2013-2018,FALSE,INC,premium,1.79639,2011,N,N
COL,2013-2018,FALSE,INC,b40,2.1873522,2011,N,N
COL,2013-2018,FALSE,INC,tot,.39096221,2011,N,N
COL,2013-2018,FALSE,INC,m50,1.3264232,2011,N,N
COL,2013-2018,FALSE,INC,tot,.39097138,2017,N,N
COL,2013-2018,FALSE,INC,premium,1.7963756,2017,N,N
COL,2014-2019,FALSE,INC,tot,-.4815127,2011,N,N
COL,2014-2019,FALSE,INC,b40,.36743584,2017,N,N
COL,2014-2019,FALSE,INC,tot,-.48151199,2017,N,N
COL,2014-2019,FALSE,INC,premium,.84894693,2011,N,N
COL,2014-2019,FALSE,INC,m50,.19272809,2011,N,N
COL,2014-2019,FALSE,INC,premium,.84894783,2017,N,N
COL,2014-2019,FALSE,INC,b40,.36743423,2011,N,N
COL,2014-2019,FALSE,INC,m50,.1927286,2017,N,N
COL,2015-2020,FALSE,INC,tot,-2.656186,2017,N,N
COL,2015-2020,FALSE,INC,b40,-4.6481867,2011,N,N
COL,2015-2020,FALSE,INC,m50,-3.4039625,2017,N,N
COL,2015-2020,FALSE,INC,b40,-4.6481871,2017,N,N
COL,2015-2020,FALSE,INC,tot,-2.6561961,2011,N,N
COL,2015-2020,FALSE,INC,m50,-3.4039626,2011,N,N
COL,2015-2020,FALSE,INC,premium,-1.9919906,2011,N,N
